Year,Team,NextYearsWins,Wins,OffTotYds,OffTotPlays,OffTotYdsperPly,OffTot1stDwns,OffPass1stDwns,OffRush1stDwns,OffTotTurnovers,OffFumblesLost,Off1stDwnsbyPenalty,OffPassComp,OffPassComp1,OffPassYds,OffPassTds,OffPassINTs,OffPassINT,OffPassLongest,OffPassYdsperAtt,OffPassAdjYdsperAtt,OffPassYdsperComp,OffPassYdsperGame,OffPasserRating,OffPassSacksAlwd,OffPassSackYds,OffPassNetYdsperAtt,OffPassAdjNetYdsperAtt,OffPassSack,OffGameWinningDrives,OffRushYds,OffRushTds,OffRushLongest,OffRushYdsperAtt,OffRushYdsperGame,OffFumbles,OffPuntReturns,OffPRYds,OffPRTds,OffPRLongest,OffPRYdsperAtt,OffKickReturns,OffKRYds,OffKRTds,OffKRLongest,OffKRYdsperAtt,OffAllPurposeYds,X119ydFGAtt,X119ydFGMade,X2029ydFGAtt,X2029ydFGMade,X129ydFG,X3039ydFGAtt,X3039ydFGMade,X3039ydFG,X4049ydFGAtt,X4049ydFGMade,X50ydFGAtt,X50ydFGMade,X40ydFG,TotalFGAtt,OffTotFGMade,OffTotFG,OffXPAtt,OffXPMade,OffXP,OffTimesPunted,OffPuntYards,OffLongestPunt,OffTimesHadPuntBlocked,OffYardsPerPunt,FmblTds,DefINTTdsScored,BlockedKickorMissedFGRetTds,TotalTdsScored,Off2ptConvMade,DefSafetiesScored,DefTotYdsAlwd,DefTotPlaysAlwd,DefTotYdsperPlayAlwd,DefTot1stDwnsAlwd,DefPass1stDwnsAlwd,DefRush1stDwnsAlwd,DefTurnoversCreated,DefFumblesRecovered,Def1stDwnsAlwdbyPenalty,DefPassCompAlwd,DefPassAttAlwd,DefPassCompAlwd,DefPassYdsAlwd,DefPassTdsAlwd,DefPassTDAlwd,DefPassINTs,DefPassINT,DefPassYdsperAttAlwd,DefPassAdjYdsperAttAlwd,DefPassYdsperCompAlwd,DefPassYdsperGameAlwd,DefPasserRatingAlwd,DefPassSacks,DefPassSackYds,DefPassNetYdsperAttAlwd,DefPassAdjNetYdsperAttAlwd,DefPassSack,DefRushYdsAlwd,DefRushTdsAlwd,DefRushYdsperAttAlwd,DefRushYdsperGameAlwd,DefPuntReturnsAlwd,DefPRTdsAlwd,DefKickReturnsAlwd,DefKRYdsAlwd,DefKRTdsAlwd,DefKRYdsperAttAlwd,DefTotFGAttAlwd,DefTotFGMadeAlwd,DefTotFGAlwd,DefXPAttAlwd,DefXPMadeAlwd,DefXPAlwd,DefPuntsAlwd,DefPuntYdsAlwd,DefPuntYdsperAttAlwd,Def2ptConvAlwd,OffSafeties,OffRushSuccessRate,HeadCoachDisturbance,QBDisturbance,RBDisturbance,OffRunPassRatio,OffPassPly,OffRunPly,OffYdsPt,DefYdsPt,OffPassDroprate,DefPassDropRate
2007,Detroit,0,7,51.66,965,5.4,303,203,73,36,14,27,368,62.7,3878,19,22,3.7,91,7.2,6.1,11.5,242.4,79.4,54,338,6,5.1,8.4,3,1288,13,53,4,80.5,35,18,148,0,18,8.2,72,1628,1,74,22.6,6942,1,1,5,4,0.83333333,12,10,0.83333333,13,11,4,3,0.82352941,35,29,0.829,36,35,0.972,68,3010,58,0,44.3,0,3,1,37,0,1,6042,1087,5.6,363,221,116,35,18,26,422,602,70.1,4131,32,5.3,17,2.8,7.3,7.1,10.4,258.2,96.8,37,256,6.5,6.3,5.8,1911,19,4.3,119.4,36,0,65,1750,2,26.9,27,17,0.63,53,53,1,61,2739,44.9,1,1,0.46496815,No,Yes,Yes,0.50546022,0.6642487,0.3357513,14.9306358,13.6081081,5.20833333,4.70588235
2008,Detroit,2,0,42.92,913,4.7,234,143,70,29,10,21,281,55.2,2960,18,19,3.7,96,6.5,5.5,11.7,185,71.3,52,339,5.3,4.4,9.3,0,1332,10,50,3.8,83.3,31,21,168,0,27,8,83,1807,0,46,21.8,6267,0,0,3,3,1,5,4,0.8,6,6,8,8,1,22,21,0.955,26,25,0.962,90,3952,66,0,43.9,1,0,0,29,2,1,6470,1009,6.4,350,188,147,20,16,15,303,443,68.4,3716,25,5.6,4,0.9,8.8,9.5,12.9,232.3,110.9,30,191,7.9,8.5,6.3,2754,31,5.1,172.1,51,2,57,1332,0,23.4,29,25,0.862,62,62,1,59,2572,43.6,1,1,0.4,Yes,Yes,No,0.62745098,0.61445783,0.38554217,16.0149254,12.5145068,4.98007968,5.89569161
2009,Detroit,6,2,47.84,1037,4.6,281,168,82,41,9,31,316,54,3168,16,32,5.5,75,5.9,4,11,198,58.1,43,303,5,3.3,6.8,1,1616,9,64,4,101,25,28,233,0,43,8.3,96,2050,0,87,21.4,7067,0,0,5,5,1,9,8,0.88888889,10,7,4,1,0.57142857,28,21,0.75,25,25,1,74,3175,56,0,42.9,1,2,0,28,1,2,6274,1029,6.1,332,213,95,23,14,24,371,545,68.1,4249,35,6.4,9,1.7,8.1,8.6,11.9,265.6,107,26,150,7.4,8,4.6,2025,18,4.4,126.6,41,0,58,1353,1,23.3,34,31,0.912,55,55,1,66,2878,43.6,1,1,0.44475921,No,Yes,Yes,0.65127389,0.60559306,0.39440694,18.259542,12.7004049,6.44599303,4.79704797
2010,Detroit,10,6,54.23,1064,5.1,304,199,83,25,9,22,383,60.5,3810,26,16,2.5,87,6.3,6,10.4,238.1,82,27,191,5.8,5.5,4.1,3,1613,11,45,4,100.8,20,30,362,0,71,12.1,61,1519,1,105,24.9,7304,0,0,4,4,1,7,7,1,13,9,6,5,0.73684211,30,25,0.833,37,36,0.973,90,4014,66,0,44.6,1,2,0,41,2,1,5497,1005,5.5,320,187,98,29,15,35,330,518,63.7,3498,23,4.4,14,2.7,7.3,7,11.5,218.6,89.2,44,288,6.2,5.9,7.8,1999,18,4.5,124.9,54,1,72,1487,1,20.7,20,19,0.95,42,42,1,83,3635,43.8,0,0,0.39104478,No,Yes,No,0.61212121,0.62030075,0.37969925,14.980663,14.897019,6.59163987,4.46601942
2011,Detroit,4,10,63.37,1058,6,349,244,71,23,7,34,423,63.5,4814,41,16,2.4,73,7.6,7.8,12,300.9,97.2,36,257,6.9,7,5.1,4,1523,9,88,4.3,95.2,20,38,301,0,28,7.9,37,887,0,42,24,7782,0,0,9,9,1,9,8,0.88888889,4,2,7,5,0.63636364,29,24,0.828,54,54,1,82,3573,62,0,43.6,2,5,0,57,3,1,5881,1055,5.6,325,195,91,34,13,39,376,604,62.3,3831,26,4.3,21,3.5,6.8,6.1,10.9,239.4,82.1,41,271,5.9,5.3,6.4,2050,10,5,128.1,36,1,49,1255,1,25.6,34,30,0.882,41,41,1,78,0,0,0,1,0.41100324,No,No,Yes,0.50712251,0.66351607,0.33648393,13.3691983,15.1963824,5.6231003,6.52173913
2012,Detroit,NA,4,65.4,1160,5.6,382,272,84,33,16,26,445,60.1,4927,22,17,2.3,57,6.9,6.5,11.5,307.9,81.5,29,212,6.4,6,3.8,3,1613,17,67,4.1,100.8,24,35,302,0,48,8.6,34,681,0,40,20,7735,1,1,3,3,1,10,10,1,19,16,3,2,0.81818182,36,32,0.889,38,38,1,76,3149,58,0,41.4,0,0,0,39,1,1,5458,998,5.5,305,167,107,17,6,31,346,544,63.6,3569,26,4.8,11,2,7,7,11,223.1,91.7,34,237,6.2,6.2,5.9,1889,13,4.5,118.1,33,2,52,1213,2,23.3,41,31,0.756,46,46,1,79,0,0,0,0,0.47619048,No,No,?,0.50845254,0.66293103,0.33706897,17.5806452,12.4897025,6.16438356,5.93692022
2002,GreenBay,10,12,55.6,1058,5.3,318,197,94,28,12,27,361,62.2,3627,29,16,2.8,85,6.6,6.4,10.6,226.7,86.6,27,196,6,5.7,4.4,3,1933,12,43,4.3,120.8,28,46,191,0,27,4.2,63,1284,0,55,20.4,7035,1,1,9,8,0.9,13,12,0.92307692,10,7,1,0,0.63636364,34,28,0.824,44,44,1,79,3296,57,0,41.7,0,4,0,45,0,0,4985,987,5.1,294,143,122,45,21,29,287,531,54,2987,24,4.5,24,4.5,6.1,4.9,11.2,186.7,68.7,43,241,5.2,4.2,7.5,1998,14,4.8,124.9,41,1,83,1800,0,21.7,22,16,0.727,37,36,0.973,76,3139,41.3,2,0,0.44951923,No,No,No,0.74299835,0.57372401,0.42627599,13.9698492,15.1981707,7.19298246,5.78034682
2003,GreenBay,10,10,57.98,999,5.8,315,166,127,32,11,22,310,65.5,3240,32,21,4.4,66,7.1,6.5,10.9,202.5,90.5,19,137,6.6,6,3.9,3,2558,18,98,5,159.9,19,35,277,0,33,7.9,64,1511,0,60,23.6,7586,0,0,5,5,1,11,11,1,9,6,1,1,0.7,26,23,0.885,51,51,1,71,2933,60,0,41.3,1,2,0,53,2,0,5101,1036,4.9,288,172,91,32,11,25,326,589,55.3,3400,18,3.1,21,3.6,6.1,5.1,11,212.5,69,34,200,5.5,4.5,5.5,1741,14,3.9,108.8,32,0,82,1707,1,20.8,33,30,0.909,29,29,1,83,3403,41,1,0,0.49471459,No,No,No,1.0304878,0.49249249,0.50750751,13.1176471,16.6156352,4.05117271,7.10571924
2004,GreenBay,4,10,63.57,1053,6,354,228,98,29,10,28,382,63.9,4449,36,19,3.2,79,7.6,7.4,11.9,278.1,93.8,14,101,7.3,7,2.3,4,1908,9,90,4.3,119.3,22,33,254,0,28,7.7,70,1522,0,71,21.7,8133,0,0,8,8,1,9,8,0.88888889,8,6,3,2,0.72727273,28,24,0.857,48,48,1,66,2644,64,0,40.1,3,2,0,50,2,0,5541,967,5.7,307,181,92,15,7,34,314,518,60.6,3663,33,6.4,8,1.5,7.6,8.2,12.6,228.9,99.1,40,280,6.6,7.1,7.2,1878,12,4.6,117.4,34,0,79,1594,0,20.2,25,17,0.68,47,47,1,81,3175,39.2,0,0,0.50121655,No,No,Yes,0.72058824,0.58119658,0.41880342,14.9929245,14.5815789,5.05902192,6.01941748
2005,GreenBay,8,4,51.18,1051,4.9,318,206,76,45,15,36,383,61.2,3766,20,30,4.8,59,6.3,4.8,10.3,235.4,70.1,27,198,5.8,4.3,4.1,1,1352,11,64,3.4,84.5,31,45,381,1,85,8.5,75,1418,0,57,18.9,6917,0,0,7,7,1,10,6,0.6,5,3,5,4,0.7,27,20,0.741,31,30,0.968,70,2726,53,0,38.9,0,2,0,34,2,0,4690,969,4.8,280,143,107,21,11,30,252,430,58.6,2680,22,5.1,10,2.3,6.7,6.7,11.4,167.5,86.2,35,196,5.8,5.7,7.5,2010,10,4,125.6,49,0,65,1404,0,21.6,34,29,0.853,35,33,0.943,85,3595,42.3,1,0,0.40599455,Yes,No,Yes,0.60949464,0.62131304,0.37868696,17.1744966,13.6337209,3.57142857,4.75059382
2006,GreenBay,13,8,54.58,1085,5,301,185,93,33,15,23,350,55.6,3795,18,18,2.9,82,6.3,5.6,11.3,237.2,72.1,24,152,5.8,5.1,3.7,1,1663,9,70,3.9,103.9,25,53,415,0,40,7.8,70,1379,0,35,19.7,7252,0,0,12,11,0.91666667,9,6,0.66666667,11,8,3,1,0.64285714,35,26,0.743,32,31,0.969,84,3739,66,0,44.5,1,4,0,32,0,0,5134,1002,5.1,291,169,95,33,10,27,286,515,55.5,3309,25,4.9,23,4.5,7.1,6,12.7,206.8,75.4,46,337,5.9,4.9,8.2,1825,12,4.1,114.1,55,1,60,1348,0,22.5,27,26,0.963,38,38,1,83,3702,44.6,2,0,0.42676768,No,No,Yes,0.65902141,0.60276498,0.39723502,18.1328904,14.0273224,6.85805423,6.0546875
2007,GreenBay,6,13,59.31,985,6,307,210,69,24,9,28,383,66.3,4334,30,15,2.6,82,7.7,7.6,11.6,270.9,95.9,19,127,7.3,7.1,3.2,4,1597,13,66,4.1,99.8,25,48,492,2,94,10.3,62,1349,0,67,21.8,7772,1,1,8,8,1,11,10,0.90909091,14,9,5,3,0.63157895,39,31,0.795,48,48,1,62,2753,72,2,44.4,3,1,0,49,0,0,5013,994,5,297,176,77,28,9,44,295,534,55.2,3366,23,4.3,19,3.6,6.7,6,12.1,210.4,75.6,36,218,5.9,5.2,6.3,1647,6,3.9,102.9,19,0,77,1610,0,20.9,27,24,0.889,29,29,1,80,3400,42.5,2,0,0.44598338,No,Yes,No,0.64991625,0.60609137,0.39390863,13.6344828,17.2268041,3.50262697,6.99432892
2008,GreenBay,11,6,56.18,1012,5.6,299,182,99,21,8,18,343,63.4,3813,28,13,2.4,71,7.5,7.4,11.8,238.3,93.3,34,231,6.6,6.6,5.9,2,1805,11,73,4.1,112.8,25,37,398,2,76,10.8,69,1387,0,45,20.1,7403,1,1,8,8,1,13,10,0.76923077,6,5,6,3,0.66666667,34,27,0.794,46,46,1,65,2688,65,0,41.4,1,6,0,48,2,0,5349,1003,5.3,295,141,121,28,6,33,287,518,55.4,3244,22,4.2,22,4.2,6.5,5.5,11.8,202.8,71.9,27,140,6,4.9,5,2105,20,4.6,131.6,33,0,72,1687,0,23.4,30,25,0.833,39,39,1,76,3367,44.3,4,3,0.47326203,No,No,No,0.76,0.56818182,0.43181818,13.4081146,14.0763158,6.08365019,5.50098232
2009,GreenBay,10,11,60.65,1042,5.8,335,201,102,16,8,32,357,64.6,4180,30,8,1.4,83,8.1,8.6,12.6,261.3,101.8,51,312,6.9,7.3,8.4,2,1885,20,62,4.3,117.8,20,34,236,0,45,6.9,54,1193,0,54,22.1,7494,1,1,13,13,1,9,7,0.77777778,7,4,6,2,0.46153846,36,27,0.75,49,48,0.98,67,2935,58,1,43.8,1,3,0,54,3,1,4551,948,4.8,272,168,68,40,10,36,294,540,54.4,3218,29,5.4,30,5.6,6.4,5,11.7,201.1,68.8,37,232,5.6,4.2,6.4,1333,5,3.6,83.3,40,0,80,1824,0,22.8,17,13,0.765,34,34,1,74,3330,45,1,3,0.47058824,No,No,Yes,0.72516556,0.57965451,0.42034549,13.1561822,15.3232323,6.75182482,5.82706767
2010,GreenBay,15,10,57.3,1000,5.7,312,204,88,22,9,20,352,65.1,4124,31,13,2.4,86,8,8.1,12.4,257.8,98.9,38,231,7.1,7.2,6.6,1,1606,11,71,3.8,100.4,20,41,325,0,52,7.9,62,1249,0,51,20.1,7304,1,1,8,7,0.88888889,5,4,0.8,10,8,4,2,0.71428571,28,22,0.786,46,46,1,71,3110,62,0,43.8,1,3,0,46,0,0,4945,969,5.1,270,163,82,32,8,25,296,527,56.2,3107,16,3,24,4.6,6.5,5.1,11.6,194.2,67.2,47,333,5.4,4.1,8.2,1838,6,4.7,114.9,31,1,76,1658,0,21.8,29,24,0.828,24,24,1,78,3494,44.8,0,0,0.47550432,No,No,Yes,0.72711572,0.579,0.421,14.7680412,20.6041667,5.29300567,4.59770115
2011,GreenBay,11,15,64.82,988,6.6,353,230,89,14,6,34,376,68.1,4924,51,8,1.4,93,9.3,10.5,13.7,307.8,122.6,41,237,8.3,9.4,6.9,2,1558,12,47,3.9,97.4,15,27,295,1,80,10.9,41,1005,1,108,24.5,8019,1,1,5,4,0.83333333,14,14,1,5,3,3,2,0.625,28,24,0.857,69,68,0.986,55,2506,71,0,45.6,1,4,0,70,0,0,6585,1049,6.3,358,246,96,38,7,16,390,637,61.2,4796,29,4.6,31,4.9,7.8,6.6,12.8,299.8,80.6,29,192,7.2,6,4.4,1789,10,4.7,111.8,24,1,59,1378,0,23.4,27,22,0.815,35,35,1,58,0,0,0,2,0.48113208,No,No,Yes,0.66610455,0.60020243,0.39979757,11.575,18.3426184,5.92592593,5.06329114
2012,GreenBay,NA,11,57.51,1042,5.5,341,213,85,16,8,43,374,67,4049,40,8,1.4,73,7.8,8.6,11.6,253.1,108.3,51,293,6.6,7.4,8.4,3,1702,9,41,3.9,106.4,16,36,395,1,75,11,43,1074,0,46,25,7513,0,0,5,5,1,7,5,0.71428571,12,9,9,2,0.52380952,33,21,0.636,50,50,1,71,3043,65,0,42.9,1,1,1,53,1,0,5388,1033,5.2,308,191,83,23,5,34,313,568,55.1,3492,24,4.2,18,3.2,6.7,6.1,12.1,218.3,76.8,47,309,5.7,5.1,7.6,1896,12,4.5,118.5,24,0,51,1193,0,23.4,30,26,0.867,34,34,1,75,0,0,0,0,0.45730028,No,No,?,0.71100164,0.58445298,0.41554703,13.2817552,16.0357143,6.61764706,4.96453901
2002,Houston,5,4,35.72,947,3.8,208,119,59,29,14,30,235,52.6,2225,11,15,3.4,81,5.9,4.9,11.2,139.1,64.7,76,411,4.3,3.4,14.5,3,1347,6,37,3.2,84.2,34,53,512,1,76,9.7,77,1529,0,49,19.9,5613,1,0,3,3,0.75,1,1,1,14,11,5,2,0.68421053,24,17,0.708,20,20,1,116,4803,62,2,41.4,1,2,1,22,2,3,5230,1056,5,291,155,116,21,11,20,281,512,54.9,3141,23,4.5,10,2,6.6,6.6,12,196.3,82.1,35,237,5.7,5.8,6.4,2089,14,4.1,130.6,58,0,52,1156,1,22.2,34,24,0.706,38,38,1,98,3891,39.7,1,2,0.30362117,No,No,Yes,0.81070746,0.55227033,0.44772967,16.7699531,14.6910112,8.33333333,4.59081836
2003,Houston,7,5,43.06,896,4.8,237,127,86,27,9,24,248,56.5,2655,14,18,4.1,78,6.5,5.3,11.5,165.9,69.7,36,186,5.6,4.5,7.6,3,1651,14,51,3.9,103.2,18,40,266,0,40,6.7,80,1700,0,70,21.3,6272,1,1,3,3,1,8,8,1,6,5,4,1,0.6,22,18,0.818,27,27,1,97,4028,58,0,41.5,0,1,0,29,0,0,6082,1054,5.8,336,179,130,22,8,27,297,502,59.2,3712,22,4.4,14,2.8,7.6,7.3,12.9,232,86.2,19,123,7.1,6.8,3.6,1756,6,3.9,109.8,43,1,53,1149,0,21.7,35,28,0.8,40,40,1,75,3128,41.7,0,2,0.38235294,No,No,No,0.88631579,0.53013393,0.46986607,16.8862745,16.0052632,6.51162791,6.13496933
2004,Houston,2,7,51.28,1001,5.1,300,174,103,25,11,23,286,60.7,3246,16,14,3,69,7.5,6.9,12.4,202.9,83,49,301,6.2,5.6,9.4,1,1882,16,44,3.9,117.6,22,40,329,0,27,8.2,69,1450,0,49,21,6907,0,0,7,7,1,5,3,0.6,9,6,3,1,0.58333333,24,17,0.708,34,34,1,73,3009,57,0,41.2,3,2,0,37,1,0,5458,971,5.6,304,194,89,30,8,21,344,530,64.9,3615,32,6,22,4.2,7.1,6.5,11,225.9,88.7,24,161,6.5,5.9,4.3,1843,4,4.4,115.2,30,0,60,1386,1,23.1,29,22,0.759,37,37,1,69,2877,41.7,0,1,0.44584383,No,No,No,0.925,0.51948052,0.48051948,16.5954693,16.100295,3.93873085,3.78787879
2005,Houston,6,2,40.53,954,4.2,243,142,89,24,11,12,270,60.1,2237,15,13,2.9,53,5.9,5.3,9.9,139.8,76,68,424,4.3,3.8,13.2,1,1816,9,44,4.2,113.5,30,30,223,0,37,7.4,84,2173,2,99,25.9,6449,0,0,9,9,1,17,12,0.70588235,6,4,2,1,0.625,34,26,0.765,24,24,1,77,2990,61,0,38.8,0,0,0,26,1,0,5824,1012,5.8,348,188,123,16,9,37,304,469,64.8,3521,24,5.1,7,1.5,7.9,8.3,12.3,220.1,100,37,206,7,7.3,7.3,2303,21,4.6,143.9,33,1,55,1194,0,21.7,32,28,0.875,47,47,1,63,2526,40.1,0,0,0.44109589,Yes,No,Yes,0.84526112,0.54192872,0.45807128,15.5884615,13.512761,4.79452055,3.8961039
2006,Houston,8,6,44.63,955,4.7,282,156,106,25,12,20,329,68.4,2778,14,13,2.7,53,6.3,5.7,9.2,173.6,83.8,43,254,5.3,4.7,8.2,3,1685,13,35,3.9,105.3,28,23,242,0,58,10.5,71,1609,0,87,22.7,6314,1,1,4,4,1,5,3,0.6,13,11,2,0,0.73333333,25,19,0.76,27,26,0.963,76,3161,62,0,41.6,2,1,0,30,2,0,5400,979,5.5,312,174,115,22,11,23,328,505,65,3444,22,4.4,11,2.2,7.2,7.1,11.1,215.3,91.6,28,191,6.5,6.4,5.3,1956,16,4.4,122.3,36,1,52,1215,1,23.4,29,25,0.862,40,39,0.975,65,2951,45.4,0,0,0.46027397,No,Yes,No,0.82251908,0.5486911,0.4513089,16.7153558,14.7540984,3.85438972,4.83870968
2007,Houston,8,8,53.37,968,5.5,295,190,96,38,17,9,346,65.4,3751,24,21,4,77,7.4,6.5,11.3,234.4,86.1,22,174,6.8,6,4,1,1586,12,41,3.8,99.1,26,33,287,0,74,8.7,74,1961,4,104,26.5,7585,1,1,7,6,0.875,6,6,1,10,7,5,5,0.8,29,25,0.862,40,40,1,55,2296,59,0,41.7,3,0,0,43,3,0,5507,994,5.5,325,197,107,25,14,21,361,546,66.1,3682,25,4.6,11,2,7.1,7.1,10.7,230.1,93.6,31,196,6.4,6.4,5.4,1825,15,4.4,114.1,19,0,69,1593,0,23.1,33,28,0.848,43,42,0.977,59,2537,43,0,0,0.46898263,No,No,Yes,0.75680581,0.56921488,0.43078512,14.0817942,14.3411458,2.89017341,5.893186
2008,Houston,9,8,61.13,1019,6,340,210,106,32,12,24,367,66.1,4267,21,20,3.6,65,8.1,7.2,12.2,266.7,88.4,32,207,7.3,6.5,5.5,2,1846,16,71,4.3,115.4,28,32,386,2,73,12.1,72,1550,0,50,21.5,8049,0,0,10,9,0.9,10,10,1,10,8,3,2,0.76923077,33,29,0.879,37,37,1,53,2240,59,0,42.3,0,1,0,40,1,0,5385,935,5.8,300,167,114,22,10,19,294,471,62.4,3423,24,5.1,12,2.5,7.6,7.5,12.2,213.9,92.3,25,175,6.9,6.8,5,1962,18,4.5,122.6,21,1,73,1630,0,22.3,29,25,0.862,43,43,1,67,2975,44.4,2,1,0.45430809,No,No,No,0.73594549,0.57605496,0.42394504,16.7021858,13.6675127,2.58780037,5.52016985
2009,Houston,6,9,61.29,1043,5.9,340,231,93,28,11,16,399,67.3,4654,29,17,2.9,72,8.1,7.8,12,290.9,96.3,25,149,7.5,7.2,4,4,1475,13,32,3.5,92.2,21,45,449,0,62,10,64,1449,1,95,22.6,8027,0,0,13,11,0.84615385,9,6,0.66666667,6,2,4,2,0.4,32,21,0.656,44,43,0.977,67,2866,62,0,42.8,2,1,0,46,1,2,5198,974,5.3,300,175,91,27,13,34,344,548,62.8,3487,19,3.5,14,2.6,6.7,6.2,10.7,217.9,83.2,30,187,6,5.6,5.2,1711,17,4.3,106.9,24,0,71,1597,0,22.5,23,20,0.87,39,39,1,76,3557,46.8,0,0,0.47123288,No,No,Yes,0.68770227,0.59252157,0.40747843,15.7963918,15.6096096,3.43642612,5.32110092
2010,Houston,10,6,61.86,1029,6,360,222,118,18,6,20,365,63.6,4144,24,12,2.1,60,7.6,7.5,12,259,92,32,226,6.8,6.7,5.3,2,2042,20,74,4.8,127.6,15,35,235,0,39,6.7,67,1326,0,50,19.8,7747,0,0,8,8,1,11,11,1,7,5,4,3,0.72727273,30,27,0.9,43,43,1,63,2652,60,0,42.1,0,0,0,44,1,0,6031,1010,6,352,211,113,18,5,28,354,547,64.7,4280,33,6,13,2.4,8.2,8.4,12.7,267.5,100.5,30,219,7.4,7.5,5.2,1751,16,4,109.4,29,0,72,1741,1,24.2,27,21,0.778,50,50,1,67,2928,43.7,1,0,0.52658228,No,No,No,0.6980198,0.58892128,0.41107872,15.8615385,14.1241218,5.30035336,4.78821363
2011,Houston,12,10,59.54,1046,5.7,321,176,131,20,11,14,288,61.7,3506,20,9,1.9,80,7.9,7.9,12.8,219.1,92.7,33,190,7,7,6.6,3,2448,18,56,4.5,153,20,51,529,1,79,10.4,29,730,0,50,25.2,7403,0,0,14,14,1,11,10,0.90909091,8,4,5,4,0.61538462,38,32,0.842,40,39,0.975,74,3256,69,0,44,1,1,0,41,0,0,4571,960,4.8,270,166,73,27,10,31,279,538,51.9,3035,18,3.3,17,3.2,6.2,5.4,11.9,189.7,69,44,287,5.2,4.5,7.6,1536,8,4.1,96,32,0,46,1030,0,22.4,36,30,0.833,22,22,1,83,0,0,0,0,0.47047244,No,No,No,1.092,0.47801147,0.52198853,15.6272966,16.442446,4.61538462,5.27306968
2012,Houston,NA,12,59.53,1090,5.5,341,205,114,17,4,22,354,63.9,3830,22,13,2.3,60,7.3,7,11.4,239.4,89.2,28,216,6.6,6.3,4.8,2,2123,19,81,4.2,132.7,12,38,414,0,71,10.9,44,953,0,54,21.7,7536,1,1,8,8,1,11,11,1,9,7,9,4,0.61111111,38,31,0.816,45,45,1,88,4150,66,0,47.2,0,3,2,46,0,1,5172,1015,5.1,292,167,94,29,14,31,308,581,53,3612,29,5,15,2.6,6.7,6.5,12.6,225.8,80,44,269,5.8,5.6,7,1560,5,4,97.5,48,1,62,1595,2,25.7,24,21,0.875,38,38,1,92,0,0,0,1,0.47291667,No,No,?,0.87285223,0.53394495,0.46605505,14.3100962,15.6253776,4.9270073,7.63888889
2002,Indianapolis,12,10,56.16,1048,5.4,324,213,93,32,13,18,392,66.3,4055,27,19,3.2,69,7.1,6.6,10.7,253.4,88.8,23,145,6.6,6.1,3.7,5,1561,12,49,3.6,97.6,26,37,282,0,34,7.6,64,1310,0,44,20.5,7208,1,1,8,7,0.88888889,7,6,0.85714286,12,6,3,3,0.6,31,23,0.742,34,34,1,67,2712,69,1,40.5,0,1,0,40,3,0,4909,963,5.1,279,148,114,27,17,17,288,468,61.5,2917,19,4.1,10,2.1,6.8,6.6,11,182.3,86.1,36,243,5.8,5.6,7.1,1992,16,4.3,124.5,27,0,74,1515,0,20.5,26,21,0.808,34,32,0.941,74,3086,41.7,1,0,0.44642857,No,No,No,0.70684039,0.58587786,0.41412214,16.0916905,15.6837061,6.80272109,7.84313725
2003,Indianapolis,12,12,58.74,1041,5.6,348,212,104,20,10,32,381,67,4179,29,10,1.8,79,7.5,7.8,11.3,261.2,99,19,110,7.1,7.3,3.2,4,1695,16,43,3.7,105.9,25,31,240,0,26,7.7,64,1510,0,90,23.6,7624,0,0,17,17,1,7,7,1,12,12,1,1,1,37,37,1,46,46,1,64,2688,55,1,42,1,2,0,48,1,0,4789,913,5.2,279,138,117,30,15,24,277,445,62.2,2809,18,4,15,3.4,6.8,6.1,11,175.6,81.8,31,225,5.9,5.2,6.5,1759,9,3.9,109.9,32,0,93,1999,2,21.5,21,16,0.762,38,38,1,74,3115,42.1,2,0,0.48325359,No,No,No,0.77040816,0.5648415,0.4351585,13.1409396,14.2529762,5.85106383,4.54545455
2004,Indianapolis,14,12,64.75,968,6.7,379,238,94,17,7,47,353,67,4623,51,10,1.9,80,9,10.1,13.4,288.9,119.7,14,109,8.5,9.6,2.6,4,1852,10,55,4.3,115.8,19,24,171,0,34,7.1,66,1545,1,88,23.4,8191,0,0,6,6,1,11,9,0.81818182,8,5,1,0,0.55555556,26,20,0.769,65,64,0.985,54,2443,62,0,45.2,1,2,1,66,1,0,5929,1042,5.7,331,209,103,36,17,19,364,557,65.4,3892,26,4.7,19,3.4,7.6,7,11.6,243.3,89.5,45,340,6.5,5.9,7.5,2037,12,4.6,127.3,29,1,92,1960,0,21.3,31,25,0.806,36,36,1,52,2220,42.7,3,0,0.55612245,No,No,No,0.78927911,0.5588843,0.4411157,12.4042146,16.8917379,3.25047801,2.90909091
2005,Indianapolis,12,14,57.99,1000,5.8,363,217,116,19,8,30,347,67.4,4096,31,11,2.1,80,8.1,8.4,12.1,256,103.3,20,95,7.7,7.9,3.7,1,1703,18,33,3.7,106.4,14,24,182,0,29,7.6,51,1017,0,39,19.9,6998,1,1,9,9,1,7,6,0.85714286,8,7,1,0,0.77777778,26,23,0.885,52,52,1,52,2301,58,0,44.3,2,2,0,53,0,0,4913,953,5.2,269,163,91,31,13,15,343,509,67.4,3151,17,3.3,18,3.5,6.8,5.9,10.1,196.9,83,46,318,5.7,4.8,8.3,1762,9,4.4,110.1,25,0,89,1978,1,22.2,27,19,0.704,24,24,1,67,2794,41.7,2,0,0.59761905,No,No,Yes,0.86915888,0.535,0.465,13.2095672,19.8906883,3.11284047,4.16666667
