Gender,Weight,DesiredWeight,Class,BornInTN,Greek,UTFirstChoice,Churchgoer,ParentsMarried,GPA,SittingLocation,WeeklyHoursStudied,Scholarship,FacebookFriends,AgeFirstKiss,CarYear,DaysPerWeekAlcohol,NumDrinksParty,CellProvider,FreqDroppedCalls,MarriedAt,KidsBy,Computer,FastestDrivingSpeed,BusinessMajor,Major,TxtsPerDay,FootballGames,HoursWorkOut,MilesToSchool,MoneyInBank,MoneyOnHaircut,PercentTuitionYouPay,SongsDownloaded,ParentCollegeGraduate,HoursSleepPerNight,Last2DigitsPhone,NumClassesMissed,BooksReadThisYear,UseChopsticks,YourAttractiveness,Obama,HoursWorkedPerWeek,MoviesInTheater,KnowSomeoneH1N1,ReadBeacon
Female,125,115,Sophmore,Yes,No,Yes,Yes,No,3.9,Middle,6,Yes,867,15,2003,1,1,Verizon,Rarely,25,28,Mac,100,No,NonBusiness,50,7,9,2,7250,15,0,3,Yes,6,10,4,0,No,4,Yes,0,7,Yes,No
Female,132,125,Junior,Yes,Yes,Yes,Yes,Yes,3.2,Middle,2,Yes,600,13,2005,2,7,ATT,Rarely,27,29,Mac,100,No,NonBusiness,50,10,6,5,999,30,0,30,Yes,7,59,6,1,No,3,No,0,15,Yes,No
Female,110,115,Senior,No,No,Yes,No,Yes,3.2,Front,4,Yes,484,NA,2003,1,2,Verizon,Occasionally,24,26,Windows,95,No,NonBusiness,10,4,2,15,-999,10,85,5,Yes,8,91,0,1,No,3,NotVote,6,5,No,No
Female,165,135,Sophmore,Yes,Yes,Yes,No,Yes,2.95,Middle,4,Yes,292,12,2003,2,4,Verizon,Rarely,26,32,Windows,96,Yes,NonBusiness,80,1,5,0,999,60,0,3,Yes,6,45,7,75,Yes,3,NotVote,15,25,Yes,No
Female,107,107,Junior,No,No,No,Yes,Yes,3.6,Front,10,Yes,431,17,2000,1,1,Verizon,Rarely,23,25,Mac,90,No,NonBusiness,200,4,5,8,4000,100,0,2,Yes,8,99,4,3,No,3,NotVote,0,20,No,No
Female,260,180,Sophmore,Yes,No,Yes,No,Yes,3,Middle,3,No,180,12,2003,1,5,Verizon,Occasionally,25,26,Windows,100,No,NonBusiness,20,2,2,10,200,12,0,15,Yes,8,67,5,0,No,3,No,0,3,No,No
Female,150,130,Sophmore,Yes,No,No,Yes,Yes,3.9,Middle,5,Yes,1039,16,1998,1,3,USCellar,Rarely,25,28,Mac,95,No,NonBusiness,50,8,1,0,3198,35,25,20,Yes,6,83,2,1,No,4,Yes,15,8,No,No
Male,170,160,Freshman,Yes,No,No,Yes,Yes,4,Front,5,Yes,331,17,1999,0,7,Verizon,Rarely,27,30,Windows,95,No,NonBusiness,100,5,4,0,-999,20,0,300,Yes,8,75,0,14,No,4,NotVote,0,12,Yes,No
Female,144,130,Junior,Yes,No,No,Yes,Yes,3.6,Middle,3,No,937,14,1994,3,4,Verizon,Rarely,24,25,Windows,100,Yes,NonBusiness,50,8,6,2,-999,20,100,15,Yes,7,86,8,4,No,4,No,12,20,Yes,Yes
Male,160,155,Sophmore,Yes,Yes,No,No,Yes,3.94,Middle,2,Yes,791,13,1996,4,5,Verizon,Rarely,27,28,Windows,90,Yes,NonBusiness,15,8,2,0,-999,13,0,12,Yes,8,74,12,20,Yes,3,NotVote,0,2,Yes,No
Female,157,150,Senior,Yes,No,No,No,No,3.96,Front,2,Yes,444,16,2000,1,3,USCellar,Often,26,27,Mac,100,Yes,NonBusiness,75,0,0,0,2500,10,0,100,Yes,8,9,0,0,No,5,NotVote,0,2,No,No
Female,110,107,Sophmore,No,No,Yes,Yes,Yes,3,Back,5,Yes,507,16,2002,NA,NA,ATT,Occasionally,25,30,Windows,90,No,NonBusiness,100,7,5,5,-999,35,0,5,Yes,4,89,1,2,Yes,4,No,15,50,Yes,No
Female,112,110,Sophmore,Yes,No,Yes,No,No,3.12,Middle,3,Yes,817,14,2000,1,4,Verizon,Rarely,27,30,Windows,120,No,NonBusiness,100,8,10,0,1241,8,50,1,Yes,7,7,0,0,No,4,Yes,0,5,Yes,Yes
Female,127,120,Sophmore,No,No,No,Yes,Yes,3.28,Middle,2,Yes,787,16,2003,4,6,Verizon,Rarely,24,27,Windows,110,No,NonBusiness,100,9,2,2,-999,40,0,0,Yes,6,18,4,0,No,4,No,0,8,Yes,No
Female,97,105,Sophmore,No,Yes,Yes,Yes,Yes,3.76,Back,4,No,690,1,2008,1,1,Verizon,Rarely,24,26,Windows,80,No,NonBusiness,60,4,15,0,-999,15,50,5,Yes,7,49,0,5,No,3,No,0,1,Yes,No
Female,130,110,Senior,Yes,No,No,Yes,No,2.94,Back,1,No,531,13,1998,2,1,Sprint,Rarely,24,27,Mac,120,No,NonBusiness,15,0,3,1,280.66,15,100,0,No,7,29,8,15,No,3,No,29,10,Yes,No
Female,115,110,Sophmore,Yes,Yes,Yes,No,Yes,3.5,Front,2,Yes,300,14,2006,3,6,Verizon,Rarely,26,28,Windows,85,No,NonBusiness,60,8,4,0,4000,75,0,2,Yes,9,85,3,10,No,5,No,0,10,Yes,No
Male,160,175,Junior,Yes,No,Yes,Yes,Yes,3.5,Front,2,Yes,150,13,2006,1,6,Verizon,Rarely,24,28,Windows,99,No,NonBusiness,100,7,8,5,800,7,0,0,Yes,6,53,0,0,No,3,No,0,5,No,Yes
Male,175,190,Junior,Yes,Yes,Yes,No,No,2.93,Back,3,Yes,600,15,2001,3,12,Verizon,Rarely,25,27,Windows,97,Yes,Business,200,8,10,1,1500,12,0,50,Yes,8,71,12,0,No,4,NotVote,0,9,Yes,No
Male,230,210,Sophmore,Yes,No,Yes,Yes,Yes,3.93,Front,2,Yes,187,15,1999,1,10,Verizon,Occasionally,25,26,Windows,90,Yes,Business,20,6,4,5,2000,10,0,0,Yes,7,57,0,3,No,3,No,0,5,No,Yes
Female,135,130,Sophmore,Yes,No,Yes,Yes,Yes,2.8,Front,3,Yes,727,15,2006,1,4,Verizon,Rarely,22,27,Windows,106,No,NonBusiness,150,6,5,0,800,30,0,10,Yes,8,34,2,1,Yes,4,No,0,10,Yes,No
Female,130,110,Senior,No,No,No,Yes,No,2.94,Middle,1,No,531,13,1998,2,7,Sprint,Rarely,24,27,Windows,120,No,NonBusiness,15,0,5,1,280.66,15,100,0,No,7,29,8,11,No,3,No,30,10,Yes,No
Female,130,120,Sophmore,Yes,Yes,No,No,No,3.85,Middle,1,Yes,400,15,2000,2,7,Verizon,Rarely,30,32,Windows,100,No,NonBusiness,50,8,5,5,7000,150,0,0,No,5,38,9,0,Yes,2,Yes,0,9,Yes,No
Female,150,140,Sophmore,Yes,No,Yes,No,Yes,2.88,Back,5,Yes,107,15,2004,1,3,ATT,Rarely,22,26,Windows,109,No,NonBusiness,35,1,8,0,-999,15,100,2,Yes,7,55,15,28,No,4,No,15,3,Yes,Yes
Male,130,160,Sophmore,Yes,No,Yes,No,Yes,3.4,Front,1,Yes,296,15,2006,1,3,ATT,Rarely,29,35,Windows,128,No,NonBusiness,30,3,4,3,-999,10,0,40,Yes,7,79,0,0,Yes,3,No,0,3,No,No
Female,150,135,Sophmore,Yes,Yes,Yes,Yes,Yes,3.2,Front,4,Yes,523,16,2001,1,4,Verizon,Rarely,27,29,Windows,90,No,NonBusiness,200,3,6,17,-999,35,0,4,No,8,82,6,6,No,4,Yes,0,10,Yes,Yes
Female,145,136,Sophmore,No,Yes,Yes,No,No,2.6,Varies,5,No,884,14,2003,2,6,ATT,Occasionally,24,30,Mac,94,No,NonBusiness,40,8,3,0,900,0,0,9,Yes,10,0,2,0,No,3,NotVote,0,15,Yes,No
Male,175,180,Junior,Yes,Yes,Yes,No,No,2.74,Front,1,No,782,16,2002,5,12,ATT,Often,25,30,Windows,168,Yes,NonBusiness,20,12,6,0,-999,10,100,1,Yes,13,68,10,0,No,4,No,0,6,Yes,No
Male,160,170,Sophmore,No,No,Yes,No,Yes,3.31,Front,2,Yes,407,16,1995,4,10,Verizon,Rarely,30,32,Mac,105,No,NonBusiness,200,6,3,0,999,10,66,50,Yes,5,89,5,0,No,4,NotVote,0,8,No,No
Male,125,150,Sophmore,Yes,No,Yes,No,Yes,3.68,Back,2,Yes,366,16,2001,2,4,Verizon,Rarely,25,29,Windows,95,No,NonBusiness,75,5,4,3,-999,12,0,100,Yes,8,58,10,2,No,3,No,10,15,Yes,Yes
Male,200,195,Junior,Yes,No,No,No,Yes,2.78,Back,2,No,997,15,1998,2,20,Verizon,Rarely,27,29,Windows,120,No,Business,50,5,2,3,999,0,0,5,Yes,5,78,10,1,Yes,4,Yes,10,4,No,No
Female,185,165,Junior,Yes,No,No,No,No,2.51,Front,8,Yes,200,1,2002,1,1,ATT,Often,2,2,Windows,110,Yes,Business,1,2,10,2,999,20,25,0,No,4,15,2,7,No,5,NotVote,0,30,Yes,No
Female,120,115,Sophmore,No,Yes,Yes,No,Yes,3.26,Back,4.5,Yes,449,13,2007,1,1,Verizon,Rarely,28,30,Mac,97,No,NonBusiness,25,7,2,0,150,15,60,5,Yes,6,0,2,1,Yes,3,No,0,15,Yes,Yes
Male,195,175,Junior,Yes,No,Yes,No,Yes,3.12,Middle,6,Yes,227,17,2003,2,7,ATT,Occasionally,27,28,Windows,85,Yes,NonBusiness,300,8,1,0,500,25,10,0,No,8,71,2,2,No,3,NotVote,0,0,No,Yes
Female,140,140,Sophmore,Yes,Yes,Yes,Yes,Yes,3.85,Back,3,Yes,941,16,1999,1,1,ATT,Often,24,27,Windows,90,Yes,Business,50,8,5,3,5750,50,0,15,Yes,7,45,6,0,No,4,No,0,4,Yes,Yes
Male,165,160,Senior,No,No,No,Yes,Yes,3.59,Back,2,Yes,250,16,2003,3,5,Verizon,Rarely,30,33,Windows,115,No,NonBusiness,20,6,5,0,-999,10,0,0,Yes,9,84,2,0,No,5,NotVote,15,2,No,No
Female,124,118,Sophmore,Yes,No,Yes,Yes,No,3.5,Middle,4,Yes,1042,13,1993,3,7,ATT,Rarely,25,27,Windows,95,No,NonBusiness,100,6,15,2,3000,20,100,0,No,8,15,10,0,Yes,4,No,0,0,Yes,Yes
Female,165,130,Sophmore,Yes,No,Yes,No,No,2.3,Middle,2,Yes,300,18,2000,NA,NA,ATT,Rarely,25,25,Windows,60,No,NonBusiness,-1,2,3,35,300,20,25,0,No,7,94,0,0,No,2,NotVote,0,2,No,No
Female,133,130,Senior,No,Yes,Yes,No,Yes,3.6,Varies,3,Yes,300,17,2002,3,3,ATT,Often,2,40,Windows,90,No,NonBusiness,15,2,20,1,12000,60,0,20,Yes,5,42,5,1,No,3,Yes,15,20,Yes,No
Male,170,180,Sophmore,Yes,Yes,Yes,Yes,Yes,3.1,Back,4,Yes,700,18,1995,4,9,ATT,Occasionally,24,28,Windows,90,Yes,Business,30,3,14,2,-999,0,75,5,Yes,8,6,5,0,Yes,4,No,26,15,Yes,Yes
Male,220,190,Sophmore,Yes,Yes,Yes,No,Yes,2.35,Middle,15,No,162,16,2000,3,12,Verizon,Rarely,27,28,Windows,107,No,NonBusiness,1,4,8,5,190,5,0,0,Yes,8,95,7,1,No,3,NotVote,14,5,Yes,No
Male,188,190,Sophmore,Yes,No,No,No,Yes,2.47,Middle,5,No,220,17,1994,1,6,ATT,Occasionally,28,29,Windows,97,Yes,Business,8,2,2,1,2712,7,50,7,Yes,7,77,5,0,Yes,3,NotVote,0,4,Yes,No
Male,155,155,Sophmore,Yes,Yes,Yes,No,No,3.36,Back,1,Yes,645,16,2002,3,8,ATT,Occasionally,25,28,Windows,99,Yes,Business,50,7,3,1,850,0,33,10,Yes,7,4,8,0,No,3,No,0,3,Yes,No
Male,160,160,Junior,No,Yes,Yes,No,No,2.8,Varies,2,Yes,150,12,1996,2,20,ATT,Rarely,NA,25,Mac,130,Yes,Business,50,6,1,2,-999,15,0,0,No,8,50,5,0,No,5,No,16,1,No,No
Male,150,160,Senior,No,No,Yes,Yes,Yes,2.54,Front,2,No,362,14,2002,1,5,ATT,Often,25,26,Windows,115,Yes,Business,15,7,10,10,113,20,100,10,Yes,7,98,8,0,Yes,5,No,20,10,Yes,Yes
Male,215,180,Junior,Yes,Yes,Yes,No,Yes,2.69,Front,2,Yes,973,15,2001,4,20,Verizon,Occasionally,28,30,Windows,100,No,NonBusiness,30,2,5,0,999,20,20,0,Yes,8,22,1,0,Yes,5,NotVote,20,4,Yes,No
